,ID,SerialNumber,ListYear,DateRecorded,Town,Address,AssessedValue,SaleAmount,SalesRatio,PropertyType,ResidentialType,NonUseCode,Remarks
397136,397136,100207,2010,01/31/2011 12:00:00 AM,New Britain,123 MCKINLEY DRIVE,95130,131000.0,0.7261831999999999,Residential,Single Family,,
397211,397211,100224,2010,02/10/2011 12:00:00 AM,New Britain,124 MILLER STREET,144060,130000.0,1.108154,Residential,Three Family,25,
397227,397227,100099,2010,11/30/2010 12:00:00 AM,New Britain,1241-2B EAST STREET,64960,103000.0,0.6306795999999999,Condo,,,
397228,397228,100100,2010,11/30/2010 12:00:00 AM,New Britain,1241-2B EAST STREET,64960,90000.0,0.7217778,Condo,,,
397241,397242,100262,2010,03/07/2011 12:00:00 AM,New Britain,1243-F EAST STREET,77490,75000.0,1.0332,Condo,,14,
397277,397278,100358,2010,05/09/2011 12:00:00 AM,New Britain,125 LINCOLN STREET,120750,154000.0,0.7840909,Residential,Single Family,15,
397284,397285,100209,2010,01/31/2011 12:00:00 AM,New Britain,125 SMALLEY STREET,91070,50000.0,1.8214,Residential,Single Family,14,
397285,397286,100214,2010,02/01/2011 12:00:00 AM,New Britain,125 SMALLEY STREET,91070,25000.0,3.6428,Residential,Single Family,03,
397307,397308,100500,2010,07/25/2011 12:00:00 AM,New Britain,126-2002C BIRUTA STREET,45220,46000.0,0.9830435,Condo,,,
397334,397335,100143,2010,12/21/2010 12:00:00 AM,New Britain,126 COUNTRY CLUB ROAD,115150,150000.0,0.7676666999999999,Residential,Single Family,,
397375,397376,100050,2010,11/01/2010 12:00:00 AM,New Britain,127 NORTH STREET,89740,40000.0,2.2435,Commercial,,14,
397402,397403,100062,2010,11/09/2010 12:00:00 AM,New Britain,128 MONROE STREET,119280,80000.0,1.4909999999999999,Residential,Two Family,25,
397529,397530,100077,2010,11/17/2010 12:00:00 AM,New Britain,131 KENYON CIR,98350,149900.0,0.6561041,Residential,Single Family,,
397548,397549,100112,2010,12/01/2010 12:00:00 AM,New Britain,132 ADAMS STREET,149520,235000.0,0.6362553000000001,Residential,Single Family,,
397553,397554,100124,2010,12/10/2010 12:00:00 AM,New Britain,132 GOLD STREET,32060,20000.0,1.6030000000000002,Vacant Land,,25,
397557,397558,100300,2010,04/01/2011 12:00:00 AM,New Britain,132 JUBILEE STREET,110740,32000.0,3.460625,Residential,Two Family,25,
397597,397598,100455,2010,06/29/2011 12:00:00 AM,New Britain,1337 SLATER ROAD,103740,140000.0,0.741,Residential,Single Family,,
397599,397600,100503,2010,07/27/2011 12:00:00 AM,New Britain,134 ALDEN STREET,145880,170000.0,0.8581175999999999,Residential,Two Family,,
397729,397730,100210,2010,02/01/2011 12:00:00 AM,New Britain,136 WEST STREET,183540,275000.0,0.6674182,Apartments,,,
397749,397920,100352,2010,05/03/2011 12:00:00 AM,New Britain,14 CONNERTON STREET,222390,31000.0,7.173871000000001,Apartments,,14,
397750,397750,100067,2010,11/15/2010 12:00:00 AM,New Britain,137 HEATHER LA,107170,140000.0,0.7655,Residential,Single Family,,
397798,397798,100442,2010,06/24/2011 12:00:00 AM,New Britain,138 GOLDEN HILL STREET,249690,168000.0,1.48625,Residential,Four Family,14,
397807,397807,100240,2010,02/22/2011 12:00:00 AM,New Britain,138 HENRY STREET,118650,129900.0,0.9133949,Residential,Single Family,,
397809,397809,100345,2010,04/29/2011 12:00:00 AM,New Britain,138 MITCHELL STREET,151060,178000.0,0.8486517,Residential,Single Family,01,
397821,397821,100384,2010,05/24/2011 12:00:00 AM,New Britain,1380-S201B S203C S204B S206C S,852670,754000.0,1.130862,Condo,,25,
397822,397822,100383,2010,05/24/2011 12:00:00 AM,New Britain,1380-S202A EAST STREET,65590,58000.0,1.130862,Condo,,25,
397824,397824,100385,2010,05/24/2011 12:00:00 AM,New Britain,1380-S404B S406C S407A S408B E,852670,754000.0,1.130862,Condo,,25,
397854,397854,100079,2010,11/18/2010 12:00:00 AM,New Britain,139 HIGHVIEW AVE,121030,89100.0,1.3583610000000002,Residential,Single Family,14,
397855,397855,100410,2010,06/07/2011 12:00:00 AM,New Britain,139 HIGHVIEW AVE,121030,174000.0,0.6955747,Residential,Single Family,,
397873,397873,100382,2010,05/24/2011 12:00:00 AM,New Britain,1390-N202A N205B N206C N301B N,459130,406000.0,1.130862,Condo,,25,
397894,397894,100411,2010,06/07/2011 12:00:00 AM,New Britain,1394 STREETANLEY STREET,110250,184000.0,0.5991848000000001,Residential,Single Family,,
397940,397941,100237,2010,02/18/2011 12:00:00 AM,New Britain,14 LEDGECREST AVE,89670,51000.0,1.7582349999999998,Residential,Single Family,14,
397941,397942,100452,2010,06/28/2011 12:00:00 AM,New Britain,14 LEDGECREST AVE,89670,124900.0,0.7179343,Residential,Single Family,,
397943,397944,100035,2010,10/25/2010 12:00:00 AM,New Britain,14 LYONS STREET,171150,160000.0,1.069687,Residential,Three Family,25,
397991,397992,100037,2010,10/25/2010 12:00:00 AM,New Britain,140 GROVE STREET,209510,23000.0,9.10913,Apartments,,08,
398007,398008,100188,2010,01/14/2011 12:00:00 AM,New Britain,1403 STREETANLEY STREET,103320,137000.0,0.7541606,Residential,Single Family,,
398009,398010,100268,2010,03/11/2011 12:00:00 AM,New Britain,140C-301 CLINIC DRIVE,40390,30100.0,1.34186,Condo,,14,
398032,398033,100022,2010,10/18/2010 12:00:00 AM,New Britain,141 MILL STREET,153650,222000.0,0.6921170999999999,Residential,Single Family,,
398064,398065,100490,2010,07/19/2011 12:00:00 AM,New Britain,143-14B BRITTANY FARMS,112630,115000.0,0.9793913000000001,Condo,,,
398095,398096,100029,2010,10/21/2010 12:00:00 AM,New Britain,144-D BRITTANY FARMS,121100,172500.0,0.702029,Condo,,,
398097,398098,100088,2010,11/22/2010 12:00:00 AM,New Britain,144 BRADFORD WALK,134960,318862.0,0.42325519999999994,Condo,,07,
398110,398111,100236,2010,02/17/2011 12:00:00 AM,New Britain,144 DWIGHT STREET,122010,118000.0,1.033983,Residential,Two Family,25,
398151,398152,100239,2010,02/22/2011 12:00:00 AM,New Britain,144 WINTHROP STREET,156800,150000.0,1.045333,Residential,Two Family,15,
398255,398256,100202,2010,01/28/2011 12:00:00 AM,New Britain,1475 STREETANLEY STREET,146020,110000.0,1.3274549999999998,Residential,Two Family,14,
398275,398276,100203,2010,01/28/2011 12:00:00 AM,New Britain,148 WILCOX STREET,84210,145000.0,0.5807585999999999,Residential,Single Family,16,
398290,398291,100089,2010,11/23/2010 12:00:00 AM,New Britain,149 CHILDS STREET,136360,170000.0,0.8021176,Residential,Two Family,,
398295,398296,100408,2010,06/06/2011 12:00:00 AM,New Britain,149 KELSEY STREET,133280,105000.0,1.269333,Residential,Two Family,25,
398346,398347,100461,2010,06/30/2011 12:00:00 AM,New Britain,15 CHAPMAN STREET,166320,100000.0,1.6632,Residential,Three Family,14,
398348,398349,100241,2010,02/23/2011 12:00:00 AM,New Britain,15 CIANCI ROAD,106120,150000.0,0.7074666999999999,Residential,Single Family,,
398369,398370,100015,2010,10/08/2010 12:00:00 AM,New Britain,15 HILLSIDE PLACE,149030,202500.0,0.7359505999999999,Residential,Single Family,,
398383,398384,100496,2010,07/22/2011 12:00:00 AM,New Britain,15 LESTER STREET,101490,95000.0,1.068316,Residential,Single Family,25,
398390,398391,100252,2010,02/28/2011 12:00:00 AM,New Britain,15 MIANO DRIVE,160020,115000.0,1.391478,Residential,Two Family,08,
398392,398393,100003,2010,10/01/2010 12:00:00 AM,New Britain,15 OVERLOOK AVE,127190,165000.0,0.7708484999999999,Residential,Two Family,,
398420,398421,100086,2010,11/19/2010 12:00:00 AM,New Britain,15 VIETS STREET,139020,77000.0,1.805455,Commercial,,03,
398435,398435,100044,2010,10/29/2010 12:00:00 AM,New Britain,150 BRADFORD WALK,192780,304900.0,0.6322729,Condo,,,
398457,398457,100191,2010,01/19/2011 12:00:00 AM,New Britain,150 NEWINGTON AVE,109900,60000.0,1.831667,Residential,Single Family,14,
398506,398506,100396,2010,05/27/2011 12:00:00 AM,New Britain,151-8B NEWINGTON AVE,65100,78600.0,0.8282443000000002,Condo,,,
398696,398696,100205,2010,01/28/2011 12:00:00 AM,New Britain,1552 CORBIN AVE,159530,124000.0,1.286532,Residential,Two Family,14,
398726,398725,100296,2010,03/30/2011 12:00:00 AM,New Britain,156 WILCOX STREET,147980,160000.0,0.924875,Residential,Two Family,01,
398745,398744,100506,2010,07/28/2011 12:00:00 AM,New Britain,157 QUEEN STREET,120750,137500.0,0.8781818000000001,Residential,Single Family,,
398772,398771,100071,2010,11/16/2010 12:00:00 AM,New Britain,158 WOOSTER STREET,115920,175000.0,0.6624,Residential,Single Family,,
398847,398847,100068,2010,11/15/2010 12:00:00 AM,New Britain,16 MAGNOLIA STREET,135380,125000.0,1.08304,Residential,Single Family,25,
398852,398852,100464,2010,07/01/2011 12:00:00 AM,New Britain,16 ODONNELL ROAD,102550,132000.0,0.7768939,Residential,Single Family,,
398860,398860,100231,2010,02/14/2011 12:00:00 AM,New Britain,16 SESTON STREET,101290,143000.0,0.7083216999999999,Residential,Single Family,16,
398867,398867,100322,2010,04/19/2011 12:00:00 AM,New Britain,16 SYMCO DRIVE,138740,140000.0,0.991,Residential,Single Family,01,
398876,398876,100424,2010,06/13/2011 12:00:00 AM,New Britain,16 YEATON STREET,94430,110000.0,0.8584545,Residential,Single Family,,
398936,398936,100299,2010,03/31/2011 12:00:00 AM,New Britain,161 MITCHELL STREET,119980,103550.0,1.1586670000000001,Residential,Single Family,25,
398995,398996,100235,2010,02/17/2011 12:00:00 AM,New Britain,163 MCKINLEY DRIVE,98560,124900.0,0.7891113000000001,Residential,Single Family,,
399007,399008,100101,2010,11/30/2010 12:00:00 AM,New Britain,163 SKINNER DRIVE,116200,185000.0,0.6281081000000001,Residential,Single Family,,
399018,399019,100111,2010,12/01/2010 12:00:00 AM,New Britain,164 GOVERNOR STREET,97860,110000.0,0.8896364,Residential,Single Family,01,
399038,399039,100223,2010,02/10/2011 12:00:00 AM,New Britain,1644 CORBIN AVE,94220,69900.0,1.347926,Residential,Single Family,14,
399042,399043,100060,2010,11/08/2010 12:00:00 AM,New Britain,165-16C BRITTANY FARMS,111510,115000.0,0.9696521999999999,Condo,,14,
399043,399044,100324,2010,04/20/2011 12:00:00 AM,New Britain,165-21 VILLAGE SQUARE DRIVE,96670,125000.0,0.77336,Condo,,,
399081,399082,100229,2010,02/14/2011 12:00:00 AM,New Britain,166 EDGEWOOD AVE,206220,85000.0,2.426118,Commercial,,25,
399176,399177,100117,2010,12/06/2010 12:00:00 AM,New Britain,169 STREETANLEY STREET,155750,180000.0,0.8652778,Residential,Two Family,,
399191,399192,100032,2010,10/22/2010 12:00:00 AM,New Britain,17 CABOT STREET,132650,77100.0,1.720493,Residential,Two Family,14,
399192,399193,100177,2010,01/05/2011 12:00:00 AM,New Britain,17 CAMBRIDGE STREET,120680,90000.0,1.340889,Residential,Single Family,14,
399197,399198,100096,2010,11/29/2010 12:00:00 AM,New Britain,17 CROWN STREET,112840,78200.0,1.442967,Residential,Two Family,14,
399198,399199,100247,2010,02/24/2011 12:00:00 AM,New Britain,17 CROWN STREET,112840,45000.0,2.507556,Residential,Two Family,14,
399200,399201,100193,2010,01/20/2011 12:00:00 AM,New Britain,17 DAY STREET,153930,135445.0,1.136476,Residential,Three Family,25,
399220,399221,100218,2010,02/08/2011 12:00:00 AM,New Britain,17 HATCH STREET,172270,220000.0,0.7830455,Residential,Three Family,,
399221,399222,100295,2010,03/30/2011 12:00:00 AM,New Britain,17 HAWTHORNE STREET,110040,142500.0,0.7722104999999999,Residential,Single Family,,
399260,399261,100254,2010,03/01/2011 12:00:00 AM,New Britain,17 WOODRUFF CT,153860,183166.0,0.8400030999999999,Residential,Three Family,14,
399275,399276,100377,2010,05/20/2011 12:00:00 AM,New Britain,170 CLARK STREET,90020,70000.0,1.286,Residential,Two Family,25,
399331,399332,100499,2010,07/25/2011 12:00:00 AM,New Britain,171 VILLAGE GREEN DRIVE,135800,149900.0,0.9059373,Residential,Single Family,14,
399345,399346,100160,2010,12/30/2010 12:00:00 AM,New Britain,172 GLEN STREET,883960,425000.0,2.0799060000000003,Commercial,,14,
399350,399351,100034,2010,10/25/2010 12:00:00 AM,New Britain,172 LEWIS ROAD,145460,225000.0,0.6464889,Residential,Single Family,,
399392,399393,100090,2010,11/23/2010 12:00:00 AM,New Britain,175 BIRCHWOOD DRIVE,148680,180000.0,0.826,Residential,Single Family,,
399436,399437,100363,2010,05/13/2011 12:00:00 AM,New Britain,176 STREETEELE STREET,142730,130000.0,1.097923,Residential,Three Family,,
399464,399465,100328,2010,04/25/2011 12:00:00 AM,New Britain,177 HICKORY HILL ROAD,171990,275000.0,0.6254181999999999,Residential,Single Family,,
399488,399489,100169,2010,01/03/2011 12:00:00 AM,New Britain,178 VANCE STREET,87780,45000.0,1.950667,Residential,Single Family,14,
399489,399490,100284,2010,03/21/2011 12:00:00 AM,New Britain,178 VANCE STREET,87780,100000.0,0.8778,Residential,Single Family,,
399491,399492,100270,2010,03/14/2011 12:00:00 AM,New Britain,179 BEAVER STREET,93730,43000.0,2.179767,Residential,Single Family,25,
399512,399513,100415,2010,06/08/2011 12:00:00 AM,New Britain,179 STRATFORD ROAD,101010,125100.0,0.8074340999999999,Residential,Single Family,,
399521,399522,100432,2010,06/17/2011 12:00:00 AM,New Britain,18 BIRDSEYE STREET,177450,53200.0,3.335526,Residential,Three Family,08,
399522,399523,100433,2010,06/17/2011 12:00:00 AM,New Britain,18 BIRDSEYE STREET,177450,7600.0,23.348679999999998,Residential,Three Family,08,
399523,399524,100434,2010,06/17/2011 12:00:00 AM,New Britain,18 BIRDSEYE STREET,177450,7600.0,23.348679999999998,Residential,Three Family,08,
399524,399525,100435,2010,06/17/2011 12:00:00 AM,New Britain,18 BIRDSEYE STREET,177450,7600.0,23.348679999999998,Residential,Three Family,08,
399525,399526,100481,2010,07/18/2011 12:00:00 AM,New Britain,18 BIRDSEYE STREET,34580,30000.0,1.152667,Vacant Land,,25,
399535,399536,100189,2010,01/18/2011 12:00:00 AM,New Britain,18 CONNERTON STREET,134540,41000.0,3.2814629999999996,Residential,Three Family,14,
399560,399561,100141,2010,12/20/2010 12:00:00 AM,New Britain,18 MCKINLEY DRIVE,101290,119500.0,0.8476151,Residential,Single Family,,
399585,399586,100212,2010,02/01/2011 12:00:00 AM,New Britain,18 WOODRUFF CT,96530,80000.0,1.206625,Residential,Two Family,25,
399586,399587,100348,2010,05/02/2011 12:00:00 AM,New Britain,180-4B CLARK STREET,62720,68250.0,0.9189744000000001,Condo,,14,
399642,399643,100321,2010,04/19/2011 12:00:00 AM,New Britain,181 MARKET STREET,86450,101153.0,0.8546459000000001,Residential,Single Family,14,
399649,399650,100495,2010,07/21/2011 12:00:00 AM,New Britain,181 TREMONT STREET,89180,95000.0,0.9387368,Residential,Single Family,25,
399711,399712,100319,2010,04/18/2011 12:00:00 AM,New Britain,185 MONROE STREET,101500,126900.0,0.7998424,Residential,Single Family,,
399745,399746,100273,2010,03/14/2011 12:00:00 AM,New Britain,1862 CORBIN AVE,89530,110000.0,0.8139090999999999,Residential,Single Family,14,
399755,399756,100135,2010,12/16/2010 12:00:00 AM,New Britain,187 FAIRWAY DRIVE,135660,170000.0,0.7979999999999999,Residential,Single Family,,
399810,399811,100140,2010,12/20/2010 12:00:00 AM,New Britain,19 ARMISTICE STREET,74550,48000.0,1.553125,Residential,Single Family,14,
399812,399813,100206,2010,01/28/2011 12:00:00 AM,New Britain,19 BASSETT STREET,155680,180000.0,0.8648889000000001,Commercial,,,
399814,399815,100472,2010,07/07/2011 12:00:00 AM,New Britain,19 BELDEN STREET,91070,50000.0,1.8214,Residential,Single Family,25,
399877,399878,100443,2010,06/27/2011 12:00:00 AM,New Britain,19 WENDY LANE,150360,186501.0,0.8062155,Residential,Single Family,,
399937,399938,100274,2010,03/15/2011 12:00:00 AM,New Britain,192 GLEN STREET,144410,75000.0,1.9254669999999998,Residential,Three Family,25,
399975,399975,100066,2010,11/12/2010 12:00:00 AM,New Britain,193 TREMONT STREET,133140,40000.0,3.3285,Residential,Three Family,14,
399981,399982,100372,2010,05/18/2011 12:00:00 AM,New Britain,194 NORTH STREET,220640,156000.0,1.414359,Apartments,,14,
400040,400041,100401,2010,06/01/2011 12:00:00 AM,New Britain,198 GROVE STREET,185500,190000.0,0.9763158000000002,Residential,Two Family,,
400043,400044,100403,2010,06/03/2011 12:00:00 AM,New Britain,198 MCCLINTOCK STREET,145950,102000.0,1.430882,Residential,Two Family,14,
400055,400056,100151,2010,12/27/2010 12:00:00 AM,New Britain,199 FAIRVIEW STREET,121100,61000.0,1.9852459999999998,Residential,Two Family,14,
400066,400067,100246,2010,02/24/2011 12:00:00 AM,New Britain,2 BROAD STREET,409080,185000.0,2.211243,Apartments,,25,
400123,400123,100389,2010,05/25/2011 12:00:00 AM,New Britain,20 COMMONWEALTH AVE,96460,50000.0,1.9292,Residential,Single Family,08,
400149,400149,100083,2010,11/19/2010 12:00:00 AM,New Britain,20 LEDYARD ROAD,123550,206000.0,0.5997573,Residential,Single Family,,
400154,400154,100484,2010,07/18/2011 12:00:00 AM,New Britain,20 LOGAN STREET,97650,137000.0,0.7127737,Residential,Single Family,,
400179,400179,100061,2010,11/09/2010 12:00:00 AM,New Britain,20 SAINT CLAIR AVE,366450,2000.0,183.225,Commercial,,06,
400182,400182,100367,2010,05/16/2011 12:00:00 AM,New Britain,20 SEXTON STREET,100940,143000.0,0.7058741,Residential,Single Family,16,
400183,400183,100297,2010,03/31/2011 12:00:00 AM,New Britain,20 SHENFIELD STREET,89180,105000.0,0.8493333000000001,Residential,Single Family,,
400203,400203,100289,2010,03/24/2011 12:00:00 AM,New Britain,20 WILNA STREET,101360,138000.0,0.7344928000000001,Residential,Single Family,,
400244,400243,100039,2010,10/27/2010 12:00:00 AM,New Britain,201 BEAVER STREET,193550,4500.0,43.011109999999995,Apartments,,06,
400250,400249,100431,2010,06/15/2011 12:00:00 AM,New Britain,201 CHILDS STREET,151550,173000.0,0.8760116,Residential,Two Family,,
400269,400268,100052,2010,11/02/2010 12:00:00 AM,New Britain,2012 CORBIN AVE,105420,135000.0,0.7808889,Commercial,,,
400273,400272,100176,2010,01/05/2011 12:00:00 AM,New Britain,2018 CORBIN AVE,95830,54600.0,1.7551279999999998,Residential,Single Family,14,
400381,400381,100008,2010,10/04/2010 12:00:00 AM,New Britain,2071 CORBIN AVE,109480,135700.0,0.8067797,Residential,Single Family,,
400422,400422,100330,2010,04/26/2011 12:00:00 AM,New Britain,208H BRITTANY FARMS +,115080,136500.0,0.8430769,Condo,,,
400519,400519,100361,2010,05/13/2011 12:00:00 AM,New Britain,210-F BRITTANY FARMS,109200,159000.0,0.6867925,Condo,,,
400599,400600,100023,2010,10/18/2010 12:00:00 AM,New Britain,212 KENWOOD DRIVE,142100,194500.0,0.7305913,Residential,Single Family,,
400628,400629,100493,2010,07/21/2011 12:00:00 AM,New Britain,215 BARBOUR ROAD,131460,75000.0,1.7528,Residential,Single Family,14,
400659,400660,100281,2010,03/21/2011 12:00:00 AM,New Britain,216 PLEASANT STREET,187880,127000.0,1.47937,Residential,Three Family,25,
400677,400678,100042,2010,10/28/2010 12:00:00 AM,New Britain,217 PLEASANT STREET,175910,137500.0,1.2793450000000002,Residential,Three Family,25,
400694,400695,100318,2010,04/18/2011 12:00:00 AM,New Britain,218 WINTHROP STREET,186620,104000.0,1.7944229999999999,Residential,Three Family,14,
400806,400807,100005,2010,10/01/2010 12:00:00 AM,New Britain,22 WEST PEARL STREET,96600,77000.0,1.254545,Residential,Two Family,25,
400815,400816,100448,2010,06/28/2011 12:00:00 AM,New Britain,220-3B LASALLE STREET,61670,21463.0,2.8733169999999997,Condo,,14,
400848,400849,100326,2010,04/21/2011 12:00:00 AM,New Britain,220 STREETANWOOD DR,106400,100100.0,1.062937,Residential,Single Family,15,
400853,400854,100355,2010,05/06/2011 12:00:00 AM,New Britain,220H BRITTANY FARMS,109060,127500.0,0.8553725000000001,Condo,,,
400860,400861,100306,2010,04/11/2011 12:00:00 AM,New Britain,221 FAIRVIEW STREET,146650,65000.0,2.256154,Residential,Three Family,14,
400872,400873,100509,2010,07/29/2011 12:00:00 AM,New Britain,222 BELDEN STREET,80640,72250.0,1.116125,Residential,Single Family,15,
400945,400946,100065,2010,11/12/2010 12:00:00 AM,New Britain,228 BOND STREET,122360,165000.0,0.7415758000000001,Residential,Single Family,07,
400978,400979,100220,2010,02/09/2011 12:00:00 AM,New Britain,23 CARROLL STREET,106190,125000.0,0.84952,Residential,Single Family,,
400983,400984,100126,2010,12/10/2010 12:00:00 AM,New Britain,23 COOLIDGE STREET,95340,127500.0,0.7477647,Residential,Single Family,,
400989,400990,100264,2010,03/09/2011 12:00:00 AM,New Britain,23 EDWARD STREET,126490,90000.0,1.4054440000000001,Residential,Three Family,25,
401012,401013,100497,2010,07/22/2011 12:00:00 AM,New Britain,23 JACKSON STREET,98420,60000.0,1.6403330000000003,Residential,Single Family,25,
401014,401015,100070,2010,11/15/2010 12:00:00 AM,New Britain,23 JOAN ROAD,117670,138000.0,0.8526812,Residential,Single Family,,
401029,401030,100450,2010,06/28/2011 12:00:00 AM,New Britain,23 MARMON STREET,172060,175000.0,0.9832,Residential,Three Family,,
401048,401049,100098,2010,11/30/2010 12:00:00 AM,New Britain,23 WALSH STREET,131530,85000.0,1.547412,Residential,Single Family,14,
401049,401050,100338,2010,04/28/2011 12:00:00 AM,New Britain,23 WALSH STREET,131530,169900.0,0.7741613,Residential,Single Family,,
401132,401133,100276,2010,03/15/2011 12:00:00 AM,New Britain,233 COMMONWEALTH AVE,115850,127000.0,0.9122046999999999,Residential,Single Family,,
401140,401141,100480,2010,07/15/2011 12:00:00 AM,New Britain,233 OVERLOOK AVE,64610,205000.0,0.3151707,Residential,Single Family,07,
401158,401159,100152,2010,12/29/2010 12:00:00 AM,New Britain,234 NEWINGTON AVE,299530,500000.0,0.59906,Commercial,,,
401167,401167,100040,2010,10/27/2010 12:00:00 AM,New Britain,2340 STREETANLEY STREET,106470,135000.0,0.7886666999999999,Residential,Single Family,,
401169,401169,100242,2010,02/23/2011 12:00:00 AM,New Britain,235-20A BRITTANY FARMS,128310,120750.0,1.062609,Condo,,14,
401226,401226,100343,2010,04/29/2011 12:00:00 AM,New Britain,2360 STREETANLEY STREET,116200,65000.0,1.7876919999999998,Residential,Single Family,08,
401259,401259,100337,2010,04/28/2011 12:00:00 AM,New Britain,2389 CORBIN AVE,94290,140000.0,0.6735,Residential,Single Family,,
401266,401266,100133,2010,12/16/2010 12:00:00 AM,New Britain,239-6B TREMONT STREET,71330,94500.0,0.7548148,Condo,,01,
401304,401304,100259,2010,03/04/2011 12:00:00 AM,New Britain,24-4C NEW HAMPSHIRE DRIVE,81620,100000.0,0.8162,Condo,,,
401326,401326,100134,2010,12/16/2010 12:00:00 AM,New Britain,24 CIDER MILL CT,127680,149000.0,0.8569128,Residential,Single Family,,
401330,401330,100123,2010,12/10/2010 12:00:00 AM,New Britain,24 CONNECTICUT AVE,168000,20000.0,8.4,Residential,Three Family,08,
401337,401338,100097,2010,11/30/2010 12:00:00 AM,New Britain,24 FOURTH STREET,181650,207000.0,0.8775361999999999,Residential,Two Family,,
401445,401446,100027,2010,10/19/2010 12:00:00 AM,New Britain,242-1 MAIN STREET,20230,15000.0,1.348667,Condo,,14,
401448,401449,100184,2010,01/11/2011 12:00:00 AM,New Britain,242-11 & 31 MAIN STREET,41580,21000.0,1.98,Condo,,,
401451,401452,100230,2010,02/14/2011 12:00:00 AM,New Britain,242-11&31 MAIN STREET,41580,27000.0,1.54,Condo,,,
401541,401542,100249,2010,02/28/2011 12:00:00 AM,New Britain,244 BARBOUR ROAD,143850,186000.0,0.7733871,Residential,Single Family,,
401583,401584,100390,2010,05/26/2011 12:00:00 AM,New Britain,246 COUNTRY CLUB ROAD,110110,147000.0,0.7490475999999999,Residential,Single Family,,
401597,401598,100327,2010,04/26/2011 12:00:00 AM,New Britain,246 SOUTH STREET,151270,85000.0,1.7796470000000002,Residential,Two Family,08,
401629,401630,100440,2010,06/21/2011 12:00:00 AM,New Britain,248 BASSETT STREET,108500,97000.0,1.118557,Residential,Single Family,25,
401635,401636,100451,2010,06/28/2011 12:00:00 AM,New Britain,248 PERSHING AVE,108150,153000.0,0.7068627,Residential,Single Family,,
401711,401712,100043,2010,10/29/2010 12:00:00 AM,New Britain,25 GREENWOOD STREET,138390,240000.0,0.576625,Residential,Three Family,01,
401723,401724,100282,2010,03/21/2011 12:00:00 AM,New Britain,25 LURTON STREET,99890,87000.0,1.148161,Residential,Single Family,25,
401735,401736,100245,2010,02/24/2011 12:00:00 AM,New Britain,25 OVERHILL AVE,122080,100000.0,1.2208,Residential,Single Family,14,
401737,401738,100219,2010,02/08/2011 12:00:00 AM,New Britain,25 PENNSYLVANIA AVE,138110,116900.0,1.181437,Residential,Two Family,14,
401795,401796,100038,2010,10/26/2010 12:00:00 AM,New Britain,2504 CORBIN AVE,80010,84000.0,0.9525,Residential,Single Family,,
401807,401808,100335,2010,04/27/2011 12:00:00 AM,New Britain,251 LINWOOD STREET,156450,110000.0,1.422273,Residential,Three Family,15,
401815,401816,100172,2010,01/04/2011 12:00:00 AM,New Britain,2510 CORBIN AVE,83860,91000.0,0.9215385,Residential,Single Family,,
401825,401826,100187,2010,01/14/2011 12:00:00 AM,New Britain,252 GLEN STREET,116270,46000.0,2.527609,Residential,Two Family,14,
401861,401862,100004,2010,10/01/2010 12:00:00 AM,New Britain,256 MAPLE STREET,135800,80000.0,1.6975,Residential,Three Family,14,
401867,401868,100139,2010,12/17/2010 12:00:00 AM,New Britain,257 BINGHAM STREET,97020,97000.0,1.000206,Residential,Single Family,14,
401879,401880,100198,2010,01/25/2011 12:00:00 AM,New Britain,259 COMMONWEALTH AVE,111090,142000.0,0.7823239000000001,Residential,Single Family,,
401881,401882,100446,2010,06/27/2011 12:00:00 AM,New Britain,26-C MEAD STREET,40180,80000.0,0.50225,Condo,,,
401892,401893,100392,2010,05/26/2011 12:00:00 AM,New Britain,26 BELDEN STREET,93940,135000.0,0.6958519000000001,Residential,Single Family,,
401918,401919,100498,2010,07/22/2011 12:00:00 AM,New Britain,26 HIGHLAND TERR,98420,115000.0,0.8558261,Residential,Single Family,,
401935,401936,100458,2010,06/30/2011 12:00:00 AM,New Britain,26 UNION STREET,264810,200000.0,1.32405,Commercial,,25,
401978,401979,100069,2010,11/15/2010 12:00:00 AM,New Britain,262 CORBIN AVE,167020,230000.0,0.7261739,Residential,Two Family,,
402005,402005,100487,2010,07/19/2011 12:00:00 AM,New Britain,264 BATTERSON DRIVE,134750,159000.0,0.8474843000000001,Residential,Single Family,,
402022,402022,100263,2010,03/08/2011 12:00:00 AM,New Britain,265-206 BURRITT STREET,53410,51000.0,1.0472549999999998,Condo,,14,
402039,402039,100439,2010,06/21/2011 12:00:00 AM,New Britain,265 HIGH STREET,144830,142000.0,1.01993,Residential,Three Family,,
402044,402044,100456,2010,06/29/2011 12:00:00 AM,New Britain,265 PERSHING AVE,131880,164250.0,0.8029224,Residential,Single Family,,
402079,402079,100398,2010,05/31/2011 12:00:00 AM,New Britain,269 BEAVER STREET & 376 WASHINGTON,175350,140000.0,1.2525,Commercial,,25,
402114,402115,100445,2010,06/27/2011 12:00:00 AM,New Britain,27 + 31 DAY STREET,234150,206400.0,1.134448,Residential,Three Family,,
402142,402143,100471,2010,07/06/2011 12:00:00 AM,New Britain,27 EMMONS PLACE,164780,46500.0,3.543656,Residential,Three Family,14,
402180,402181,100267,2010,03/11/2011 12:00:00 AM,New Britain,27 JORDAN STREET,105980,140000.0,0.757,Residential,Single Family,,
